month,PM2.5,PM10,SO2,NO2,CO,O3
8,20,20,2,26,500,85
8,22,22,2,32,600,104
8,33,33,2,31,500,135
8,29,29,2,29,600,175
8,27,27,2,21,500,188
8,17,17,2,16,500,203
8,20,20,2,16,400,184
8,27,27,2,15,400,151
8,27,27,2,21,400,164
8,34,34,2,23,400,136
8,27,27,2,27,500,118
8,27,27,2,27,500,106
8,23,23,2,26,400,88
8,23,23,2,29,500,76
8,31,31,2,35,500,77
8,31,31,2,32,500,75
8,32,32,2,32,500,70
8,28,28,2,37,500,56
8,30,30,2,55,600,23
8,28,28,2,66,600,2
8,39,39,2,71,700,2
8,47,47,2,77,900,2
8,55,55,2,74,1000,2
8,68,68,2,74,1000,2
8,69,69,2,77,1000,2
8,79,79,2,78,1200,4
8,77,77,2,88,1100,7
8,76,76,2,90,1200,18
8,79,79,2,91,1200,27
8,84,84,2,93,1300,27
8,81,81,2,80,1100,28
8,78,78,2,82,1000,24
8,83,83,2,86,1100,34
8,79,79,2,73,1000,56
8,79,79,2,56,900,75
8,83,83,2,42,800,87
8,95,95,2,43,900,74
8,109,109,2,47,1000,64
8,117,117,2,48,1000,58
8,113,113,2,66,1000,22
8,117,117,2,37,900,31
8,115,115,2,45,900,42
8,117,117,2,64,1000,10
8,110,110,2,69,1100,2
8,85,85,2,63,1300,2
8,82,82,2,62,1700,2
8,83,83,2,63,1800,2
8,58,58,2,60,1600,8
8,68,68,2,64,2300,4
8,77,77,2,53,2300,22
8,76,76,2,43,2100,37
8,73,73,2,37,2100,47
8,60,60,2,34,1700,61
8,60,60,2,39,1700,62
8,67,67,2,43,2000,47
8,49,49,2,37,1600,56
8,45,45,2,38,1600,45
8,60,60,2,42,1900,27
8,61,61,2,51,2300,18
8,56,56,2,47,2200,18
8,47,47,2,56,2100,7
8,31,31,2,47,1800,15
8,27,27,2,58,1700,2
8,23,23,2,49,1500,8
8,17,17,2,35,1200,18
8,15,15,2,36,1000,15
8,13,13,2,37,800,18
8,14,14,2,44,1000,7
8,11,11,2,39,800,30
8,13,13,2,36,900,40
8,17,17,2,28,600,67
8,6,6,2,16,500,103
8,12,12,2,12,400,120
8,9,9,2,12,400,121
8,9,9,2,11,300,123
8,10,10,2,10,300,126
8,14,14,2,14,300,124
8,10,10,2,15,300,132
8,13,13,2,20,300,130
8,17,17,2,31,400,122
8,32,32,2,59,900,112
8,44,44,2,41,1000,104
8,38,38,2,34,900,106
8,32,32,2,26,900,116
8,23,23,2,35,1100,100
8,36,36,2,32,1200,89
8,48,48,2,49,1400,60
8,54,54,2,51,1300,22
8,48,48,2,67,900,2
8,42,42,2,67,1000,2
8,67,67,2,71,1400,11
8,80,80,2,63,1400,30
8,80,80,2,38,1100,76
8,65,65,2,29,1000,116
8,63,63,2,24,800,151
8,55,55,2,20,800,188
8,54,54,2,17,700,211
8,63,63,2,14,600,220
8,45,45,2,18,700,243
8,48,48,2,24,800,273
8,65,65,2,32,900,286
8,78,78,2,36,1000,232
8,55,55,2,35,900,196
8,65,65,2,37,1000,167
8,60,60,2,34,900,142
8,57,57,2,38,900,121
8,57,57,2,43,900,101
8,60,60,2,53,900,67
8,60,60,2,104,1000,2
8,64,64,2,98,800,2
8,50,50,2,94,900,2
8,51,51,2,85,800,2
8,51,51,2,62,600,15
8,43,43,2,53,600,18
8,38,38,2,44,600,32
8,37,37,2,32,600,66
8,39,39,2,31,600,103
8,39,39,2,23,700,162
8,45,45,2,18,700,206
8,31,31,2,16,600,228
8,43,43,2,17,600,261
8,66,66,2,33,800,350
8,65,65,2,32,600,332
8,47,47,2,25,500,281
8,43,43,2,26,600,253
8,47,47,2,26,600,226
8,49,49,2,24,900,219
8,58,58,2,26,1100,218
8,66,66,2,34,1300,183
8,77,77,3,36,1400,155
8,74,74,4,28,2000,137
8,71,71,3,31,2000,114
8,67,67,7,33,1200,105
8,50,50,7,24,1100,101
8,62,62,6,37,1200,74
8,72,72,7,73,1600,26
8,70,70,8,66,1400,39
8,42,42,8,43,1000,77
8,34,34,8,37,700,93
8,26,26,7,28,500,111
8,31,31,8,12,500,166
8,28,28,7,7,400,182
8,26,26,6,10,300,164
8,28,28,7,11,300,179
8,30,30,6,13,200,163
8,29,29,6,14,200,163
8,29,29,6,19,300,174
8,29,29,6,23,300,167
8,28,28,6,23,300,156
8,37,37,6,26,400,137
8,30,30,6,26,400,133
8,33,33,6,25,500,128
8,50,50,6,27,500,120
8,42,42,6,34,500,99
8,52,52,6,31,500,83
8,60,60,7,33,600,66
8,77,77,7,33,600,63
8,84,84,7,32,600,63
8,63,63,7,35,600,56
8,68,68,6,42,700,44
8,67,67,8,47,800,45
8,77,77,10,44,800,65
8,22,22,11,25,500,93
8,25,25,11,35,500,93
8,47,47,13,29,600,130
8,52,52,13,18,600,180
8,54,54,11,17,600,182
8,72,72,8,35,800,155
8,91,91,6,28,700,156
8,66,66,6,33,700,150
8,100,100,5,51,1000,122
8,82,82,7,49,1100,119
8,81,81,7,49,1000,102
8,84,84,6,44,1000,93
8,78,78,7,44,1000,85
8,80,80,6,50,900,71
8,63,63,6,46,900,71
8,80,80,6,34,900,85
8,105,105,3,76,1100,25
8,84,84,2,44,900,43
8,57,57,2,40,800,54
8,63,63,2,46,900,51
8,71,71,3,51,900,55
8,64,64,3,37,900,88
8,74,74,4,31,300,133
8,78,78,4,46,1000,124
8,85,85,4,42,900,132
8,73,73,4,37,900,159
8,69,75,4,51,900,152
8,77,87,4,85,1000,134
8,77,85,3,61,1000,135
8,78,79,3,61,1000,125
8,72,80,3,59,1000,99
8,72,84,2,55,1000,90
8,91,103,2,65,1200,68
8,96,96,2,50,1000,82
8,101,106,2,67,1100,58
8,101,109,2,107,1200,3
8,49,49,2,51,600,51
8,10,10,2,15,300,77
8,9,9,2,14,200,75
8,7,7,2,18,200,77
8,3,6,2,10,100,102
8,9,25,2,20,200,84
8,9,27,4,31,300,62
8,7,23,2,27,300,58
8,11,15,2,16,200,64
8,7,7,2,17,200,59
8,8,8,2,20,200,59
8,3,6,2,12,200,72
8,9,9,2,13,200,76
8,15,15,2,19,200,71
8,5,6,2,16,100,69
8,10,10,2,20,200,65
8,12,12,2,26,200,62
8,12,12,2,35,200,51
8,13,18,2,45,300,39
8,14,34,2,48,300,31
8,20,47,2,53,400,18
8,17,44,2,68,600,2
8,15,25,2,67,400,2
8,11,15,2,64,300,2
8,6,14,2,67,200,2
8,7,8,2,42,100,16
8,6,18,2,48,200,10
8,3,17,2,38,200,20
8,10,36,2,36,300,24
8,8,23,2,29,300,35
8,10,22,2,21,200,50
8,8,8,2,13,200,71
8,3,7,2,10,100,84
8,5,6,2,10,100,93
8,12,12,2,11,100,93
8,5,6,2,13,100,104
8,8,8,2,15,100,110
8,3,6,2,17,100,112
8,3,6,2,19,100,107
8,15,15,2,26,100,105
8,10,41,2,56,300,77
8,23,46,2,71,400,62
8,25,50,2,92,500,34
8,22,48,2,83,500,30
8,26,66,2,92,600,2
8,17,46,2,77,500,2
8,20,43,2,70,400,2
8,18,33,2,64,400,2
8,16,32,2,64,300,2
8,19,31,2,62,400,2
8,12,32,2,58,400,2
8,14,14,2,51,400,5
8,21,39,5,47,500,15
8,19,23,9,36,500,32
8,16,16,9,22,400,54
8,18,18,7,20,400,64
8,17,29,5,19,300,76
8,13,13,2,14,200,96
8,3,6,2,13,100,101
8,3,6,2,15,100,95
8,3,6,2,18,100,96
8,12,89,2,25,100,98
8,3,7,2,29,100,90
8,4,24,2,57,200,60
8,12,42,2,67,400,41
8,18,66,2,86,600,10
8,20,26,2,76,400,4
8,9,10,2,64,400,9
8,12,12,2,54,200,16
8,12,21,2,62,200,8
8,10,15,2,54,200,12
8,13,32,2,62,200,2
8,13,23,2,60,200,2
8,9,13,2,41,200,22
8,16,25,5,34,300,35
8,12,21,6,22,300,50
8,5,20,6,20,300,59
8,9,22,5,18,200,70
8,3,6,3,14,200,85
8,14,14,2,15,100,98
8,8,8,2,15,100,110
8,14,14,2,17,100,115
8,4,6,2,19,100,113
8,3,10,2,24,100,110
8,10,12,2,29,100,107
8,8,27,2,41,100,91
8,11,45,2,70,200,57
8,22,58,2,52,200,103
8,24,45,2,58,300,85
8,19,44,2,59,300,63
8,23,58,2,76,300,30
8,23,57,2,88,400,2
8,22,60,2,80,300,2
8,22,60,2,74,300,2
8,22,42,2,68,300,2
8,14,21,2,59,300,5
8,15,30,2,59,300,5
8,15,45,2,53,300,5
8,15,21,2,48,300,16
8,17,34,3,42,300,27
8,12,33,4,30,300,56
8,16,43,3,27,300,85
8,9,15,4,27,300,108
8,23,23,4,20,200,128
8,9,9,2,14,100,127
8,4,11,2,18,100,136
8,15,18,2,24,100,130
8,22,22,2,29,100,131
8,14,25,2,41,200,119
8,21,34,2,41,200,120
8,17,42,2,44,300,104
8,26,49,3,53,500,86
8,20,54,2,65,600,64
8,27,44,3,59,500,68
8,29,70,2,81,600,32
8,44,114,2,116,800,2
8,43,83,2,93,700,2
8,23,29,2,64,400,15
8,22,29,2,58,400,23
8,19,22,2,48,500,33
8,18,31,2,44,500,48
8,21,46,2,44,500,59
8,28,32,2,35,500,106
8,42,47,2,33,500,140
8,32,32,2,27,500,181
8,15,29,2,29,500,200
8,24,37,3,30,400,217
8,30,30,3,28,400,214
8,31,48,4,32,700,226
8,34,60,4,43,800,239
8,31,31,2,51,700,165
8,32,92,2,56,800,181
8,35,89,2,57,1000,168
8,38,58,3,49,1000,166
8,40,82,2,48,1000,157
8,45,51,2,74,1000,73
8,36,49,2,77,900,42
8,37,76,2,104,1000,7
8,43,64,2,108,1100,2
8,39,43,2,78,900,28
8,33,33,2,87,900,15
8,24,24,2,91,900,2
8,21,21,2,82,800,2
8,18,22,3,72,900,7
8,15,26,6,57,900,25
8,16,34,6,39,900,51
8,12,17,5,25,700,76
8,11,15,2,13,500,100
8,22,25,2,13,500,108
8,14,17,2,14,500,108
8,3,6,2,13,400,98
8,14,14,2,16,400,94
8,13,13,2,19,400,91
8,3,12,2,26,400,83
8,3,9,2,31,500,73
8,5,20,2,26,500,78
8,10,35,2,18,400,83
8,9,21,2,32,500,62
8,6,18,2,48,500,44
9,7,25,2,69,500,21
9,8,19,2,63,500,19
9,3,14,4,54,200,21
9,5,22,3,46,200,23
9,3,8,4,37,200,34
9,5,35,4,36,300,36
9,13,30,2,27,200,52
9,3,40,2,13,200,76
9,6,70,2,6,200,95
9,5,37,2,6,200,90
9,6,19,2,7,200,89
9,6,17,2,8,200,87
9,3,22,2,8,200,86
9,7,20,2,15,200,73
9,4,28,2,23,300,60
9,3,29,2,22,300,58
9,5,22,2,29,300,49
9,11,20,2,29,400,44
9,11,21,2,22,300,41
9,5,10,2,10,300,50
9,8,13,2,17,300,40
9,11,33,2,39,300,6
9,9,26,2,37,300,5
9,12,28,2,41,400,2
9,9,32,2,42,400,2
9,13,35,2,38,400,2
9,15,31,2,37,400,2
9,14,28,2,36,400,2
9,18,34,2,34,400,2
9,12,27,2,29,500,2
9,14,28,2,25,500,4
9,13,33,2,26,500,13
9,17,27,2,28,500,19
9,19,19,2,17,400,40
9,16,16,2,10,400,61
9,8,20,2,9,300,76
9,12,15,2,9,300,83
9,11,11,2,10,400,86
9,7,9,3,8,400,87
9,14,39,2,11,400,75
9,12,24,2,11,400,55
9,3,21,2,17,300,30
9,5,35,2,28,400,9
9,8,21,2,31,400,5
9,11,32,2,34,400,2
9,12,27,2,32,500,2
9,7,15,2,26,400,7
9,10,14,2,31,400,2
9,12,17,2,38,300,2
9,8,18,2,31,200,2
9,13,26,2,36,300,2
9,13,33,2,34,400,2
9,12,22,2,27,300,5
9,14,14,2,28,300,15
9,13,18,3,27,300,25
9,15,15,4,19,300,44
9,10,10,3,27,300,55
9,16,16,3,25,400,75
9,13,16,3,27,300,105
9,21,31,3,30,400,132
9,27,45,2,29,300,167
9,31,57,3,25,300,207
9,27,45,2,24,300,188
9,26,48,2,26,400,164
9,28,60,2,27,400,150
9,32,57,3,35,500,135
9,39,61,4,41,600,119
9,40,58,4,49,600,106
9,44,66,5,49,700,105
9,49,75,6,54,700,92
9,54,88,4,92,800,46
9,56,91,3,99,800,23
9,64,84,3,72,700,36
9,74,105,3,87,1000,12
9,106,112,3,72,1300,7
9,117,117,4,61,1400,9
9,130,130,4,60,1500,12
9,134,134,5,56,1600,31
9,143,143,6,59,1600,51
9,148,148,6,58,1900,69
9,146,146,8,54,1900,106
9,122,122,9,47,1500,147
9,84,84,6,30,900,184
9,57,57,6,17,600,202
9,57,57,5,20,600,195
9,35,35,4,17,400,169
9,28,28,3,22,400,162
9,32,38,3,24,500,155
9,36,52,3,30,500,146
9,44,72,3,48,700,117
9,108,168,2,73,1200,71
9,48,48,2,27,500,108
9,28,28,2,29,400,99
9,29,29,2,34,400,87
9,29,29,2,22,300,97
9,24,24,2,42,400,60
9,31,36,2,44,400,43
9,34,34,2,35,400,45
9,30,30,2,32,500,55
9,37,46,2,34,500,62
9,43,44,2,27,600,84
9,38,38,4,21,600,97
9,29,29,4,21,500,99
9,14,14,2,11,300,103
9,3,6,2,8,200,104
9,18,18,2,10,200,104
9,10,10,2,10,100,105
9,3,45,2,17,200,101
9,11,11,2,19,200,100
9,18,20,2,34,300,83
9,33,106,2,40,600,122
9,42,82,2,45,700,125
9,42,72,2,42,700,121
9,43,59,2,46,600,102
9,41,58,2,88,800,23
9,48,87,2,85,700,2
9,28,28,2,61,400,8
9,22,33,2,69,400,2
9,15,15,2,55,300,7
9,16,16,2,56,300,3
9,15,18,2,51,400,6
9,18,18,2,54,700,3
9,18,25,2,41,400,18
9,22,37,2,40,400,21
9,23,30,3,35,500,34
9,23,30,3,36,600,44
9,13,13,6,24,500,61
9,13,13,4,26,400,62
9,35,35,2,23,400,68
9,3,6,2,21,300,79
9,3,6,2,13,200,92
9,16,16,2,21,200,81
9,57,77,3,58,800,25
9,65,75,5,60,800,39
9,57,105,5,59,800,54
9,60,60,6,47,700,87
9,55,59,6,37,600,188
9,47,70,5,32,600,212
9,26,176,3,26,400,147
9,16,27,2,23,400,109
9,20,33,2,41,500,77
9,19,19,2,53,500,45
9,20,20,2,69,500,24
9,22,22,2,66,500,14
9,23,23,2,51,500,17
9,23,27,2,68,600,2
9,25,25,2,69,600,2
9,21,24,2,63,500,2
9,21,21,2,63,500,2
9,22,35,2,58,600,2
9,20,45,2,58,500,2
9,24,67,2,48,500,15
9,25,25,2,47,500,23
9,19,19,2,45,500,38
9,20,20,2,42,500,58
9,16,16,2,37,600,78
9,11,11,2,19,400,98
9,15,15,2,13,300,102
9,6,6,2,12,200,98
9,8,8,2,14,200,102
9,14,43,2,22,200,107
9,14,51,2,29,300,127
9,20,80,2,55,500,117
9,26,82,2,65,600,86
9,31,67,2,64,600,76
9,34,79,2,70,600,63
9,36,77,2,97,700,31
9,33,68,2,98,700,28
9,46,94,2,94,800,2
9,24,37,2,72,300,2
9,22,33,2,68,300,2
9,21,50,2,68,400,2
9,25,77,3,64,500,2
9,20,28,3,53,400,12
9,25,47,6,52,500,19
9,25,61,9,52,500,25
9,17,19,7,24,300,50
9,11,11,5,16,400,64
9,8,8,4,16,300,74
9,9,24,4,17,200,84
9,9,26,4,22,200,90
9,9,13,4,15,200,91
9,11,22,4,19,200,91
9,10,17,4,21,200,86
9,10,17,3,34,300,64
9,17,43,2,73,500,16
9,22,73,3,79,500,41
9,27,76,3,92,600,10
9,27,81,3,82,700,2
9,22,43,3,76,500,2
9,25,70,3,74,500,2
9,18,43,2,64,300,2
9,15,38,2,57,300,2
9,12,24,2,55,200,2
9,14,34,2,57,400,2
9,17,28,2,55,400,2
9,13,35,2,50,500,2
9,9,33,3,44,400,11
9,9,35,2,39,300,20
9,11,30,3,32,200,35
9,8,26,2,28,200,49
9,10,17,2,22,200,73
9,8,9,3,20,200,87
9,7,11,2,17,200,101
9,8,10,3,15,200,107
9,10,15,3,23,200,113
9,13,29,3,32,200,122
9,18,66,3,67,300,105
9,20,68,3,41,300,130
9,20,55,2,42,400,111
9,21,58,2,52,400,86
9,21,56,2,59,400,64
9,26,74,3,80,500,35
9,54,172,4,126,1200,5
9,98,220,4,104,1300,23
9,75,75,2,21,600,72
9,17,17,2,19,400,93
9,27,40,2,20,500,80
9,32,32,2,24,600,79
9,31,31,2,34,600,70
9,31,31,2,29,600,76
9,23,23,2,19,600,97
9,20,20,2,19,600,109
9,20,21,2,27,600,114
9,21,21,2,18,500,144
9,19,22,2,17,500,144
9,23,26,2,18,500,138
9,24,35,2,17,600,142
9,27,31,2,21,700,134
9,28,28,2,30,700,117
9,23,45,2,33,700,109
9,42,56,2,42,1000,89
9,34,45,2,43,900,74
9,28,28,2,39,600,69
9,23,34,2,40,600,63
9,20,20,2,41,500,59
9,18,20,2,33,500,65
9,16,27,2,26,500,64
9,17,28,2,31,500,46
9,25,52,2,52,600,14
9,24,27,2,48,600,11
9,23,27,2,36,600,17
9,25,34,2,43,600,8
9,27,28,2,39,700,18
9,27,37,2,28,600,38
9,32,37,2,24,600,56
9,32,32,2,18,600,87
9,28,28,2,14,600,113
9,23,23,2,14,400,124
9,24,24,2,17,400,129
9,25,61,2,22,500,128
9,27,27,2,26,500,132
9,34,62,2,33,600,142
9,38,56,2,30,600,162
9,38,58,2,38,600,151
9,40,66,2,42,700,133
9,42,71,2,51,700,107
9,45,101,2,56,700,98
9,59,87,2,67,800,66
9,61,74,2,81,800,41
9,61,61,2,68,700,49
9,57,69,2,80,700,2
9,65,72,2,64,800,2
9,71,103,2,57,800,2
9,92,93,2,52,900,2
9,110,110,2,55,1000,8
9,119,119,2,49,1000,29
9,122,122,2,41,900,58
9,129,129,2,46,1000,88
9,136,136,2,55,1200,89
9,146,146,2,60,1300,103
9,150,150,2,59,1300,124
9,96,96,3,28,800,187
9,86,93,2,30,800,194
9,74,82,2,35,1000,170
9,66,73,2,39,1000,148
9,69,77,2,50,1000,120
9,72,91,2,62,1100,92
9,74,101,2,71,1100,73
9,82,108,2,78,1100,61
9,92,122,2,66,1000,61
9,97,100,2,47,900,66
9,102,102,2,42,900,57
9,108,108,2,57,1000,31
9,137,137,2,101,1400,2
9,126,126,2,87,1400,2
9,123,123,2,78,1300,2
9,124,125,2,73,1300,2
9,142,142,2,71,1300,4
9,149,149,2,71,1300,8
9,157,157,2,69,1300,28
9,156,156,2,65,1300,68
9,149,149,4,63,1300,112
9,90,90,4,28,900,173
9,79,80,3,21,800,202
9,75,75,4,20,700,209
9,68,68,4,23,700,206
9,75,91,6,24,700,203
9,96,136,6,33,800,209
9,86,147,2,26,700,181
9,78,132,2,48,800,105
9,55,55,2,45,700,80
9,36,36,2,59,700,43
9,42,42,2,91,800,9
9,43,52,2,95,800,2
9,44,44,2,82,700,7
9,45,49,2,83,600,2
9,58,58,2,82,600,2
9,42,42,2,80,600,2
9,35,43,2,73,500,2
9,53,64,2,68,600,16
9,68,81,2,51,600,50
9,63,75,3,43,600,67
9,69,75,3,36,700,110
9,66,66,4,26,600,143
9,48,48,4,18,500,156
9,47,58,4,17,500,179
9,35,35,4,19,500,193
9,36,36,4,23,500,198
9,62,160,4,28,700,237
9,108,165,5,26,1000,222
9,113,154,4,25,1000,206
9,130,173,3,37,1100,170
9,149,176,3,40,1300,136
9,162,191,2,57,1400,99
9,180,196,2,51,1400,95
9,190,190,2,47,1300,102
9,184,199,2,46,1300,92
9,161,161,2,89,1400,20
9,113,113,2,108,1100,2
9,121,131,2,89,1000,3
9,152,152,2,61,1000,21
9,149,149,2,52,900,32
9,141,141,2,59,900,30
9,137,137,2,55,900,40
9,155,162,2,48,1200,55
9,173,184,3,51,1200,67
9,193,193,4,36,1300,118
9,200,200,6,32,1400,157
9,180,180,6,30,1300,189
9,183,183,7,29,1300,229
9,159,159,8,25,1200,246
9,137,137,7,27,1100,242
9,122,132,8,23,1100,223
9,137,154,6,28,1100,220
9,143,143,3,45,1200,166
9,37,37,2,25,300,96
9,36,36,2,41,400,69
9,28,28,2,66,500,36
9,55,92,2,26,600,111
9,71,71,2,32,700,93
9,77,77,2,40,700,67
9,76,76,2,18,800,106
9,75,75,2,54,700,19
9,88,88,2,54,800,24
9,70,70,2,62,800,20
9,32,32,2,39,500,36
9,30,43,2,42,600,24
9,31,31,2,50,600,27
9,34,34,2,41,500,39
9,21,21,2,28,400,51
9,13,18,2,23,400,57
9,16,20,2,24,300,60
9,21,37,2,35,400,49
9,26,72,2,53,500,28
9,25,39,2,55,500,26
9,28,55,2,67,600,11
9,31,49,2,74,700,2
9,31,79,2,69,600,2
9,33,86,2,57,600,4
9,29,29,2,42,500,20
9,32,32,2,37,500,20
9,25,25,2,35,400,23
9,26,26,2,37,400,20
9,22,22,2,30,300,25
9,19,19,2,27,300,24
9,21,21,2,36,400,14
9,23,23,2,32,300,12
9,25,25,2,26,400,16
9,21,21,2,35,500,10
9,25,25,2,35,400,13
9,30,30,2,40,600,13
9,33,33,2,35,500,21
9,27,27,2,31,500,34
9,26,26,2,27,400,36
9,20,20,2,20,300,51
9,23,24,2,27,400,50
9,20,20,2,27,300,45
9,10,10,2,20,200,46
9,8,8,2,25,300,38
9,14,34,2,42,300,21
9,16,29,2,57,400,3
9,15,15,2,60,500,3
9,18,31,2,57,500,3
9,17,38,2,47,400,2
9,18,18,2,47,400,2
9,15,15,2,48,300,2
9,12,14,2,47,300,2
9,11,11,2,48,400,2
9,9,11,2,44,200,2
9,7,7,2,47,300,2
9,5,6,2,48,200,3
9,10,15,2,38,300,18
9,10,18,2,26,200,31
9,10,10,2,20,200,43
9,5,7,2,12,200,59
9,3,6,2,9,100,72
9,3,6,2,8,100,82
9,3,6,2,7,100,90
9,9,9,2,6,100,88
9,10,10,2,7,100,86
9,3,6,2,10,200,86
9,8,8,2,12,200,85
9,14,36,2,34,300,57
9,20,73,2,83,700,2
9,26,44,2,94,800,2
9,22,50,2,98,500,2
9,21,58,2,85,700,2
9,19,50,2,73,700,2
9,17,44,2,66,400,2
9,21,55,2,62,500,2
9,13,24,2,53,300,2
9,15,23,2,51,300,2
9,11,11,2,44,200,2
9,9,23,2,44,200,2
9,18,56,2,47,500,2
9,18,37,2,48,500,2
9,16,30,2,36,400,16
9,16,37,2,30,300,28
9,17,31,2,32,400,42
9,16,16,2,29,300,63
9,14,14,2,22,300,83
9,9,9,2,25,300,88
9,13,18,2,25,300,100
9,8,27,2,23,300,115
9,14,28,2,26,300,112
9,16,45,2,31,400,117
9,23,60,2,47,400,110
9,27,50,2,58,500,93
9,30,65,2,101,800,43
9,36,63,2,116,800,25
9,42,73,2,110,800,24
9,44,84,2,122,800,9
9,45,80,2,123,800,7
9,54,144,8,107,1000,2
9,52,101,7,85,800,2
9,46,82,7,79,700,2
9,51,84,7,81,800,2
9,48,104,7,72,800,2
9,56,89,7,75,900,3
9,60,103,8,77,900,6
9,73,98,9,80,1000,15
9,74,130,8,76,900,18
9,70,70,9,60,900,45
9,74,91,10,70,900,52
9,93,131,9,90,1000,44
9,90,103,9,97,1000,39
9,94,115,10,100,1100,44
9,94,105,8,87,1100,59
9,80,97,7,87,1000,40
9,72,72,7,60,800,53
9,78,78,7,68,800,45
9,84,84,7,83,900,26
9,90,103,7,100,1100,8
9,101,122,6,104,1100,2
9,107,107,6,93,1000,2
9,105,105,6,89,1000,2
9,97,97,6,83,900,2
9,95,95,6,79,900,2
9,94,94,6,76,800,2
9,98,98,7,74,800,2
9,109,109,6,66,900,2
9,97,97,7,63,800,10
9,85,85,7,53,800,34
9,79,79,8,51,800,40
9,87,92,10,49,900,55
9,98,99,13,46,900,82
9,103,103,15,48,900,105
9,110,110,16,44,900,129
9,112,126,13,44,900,150
9,120,120,12,56,1000,149
9,123,123,13,64,1100,152
9,124,143,11,69,1100,139
9,121,121,8,69,1200,123
9,121,121,8,60,1200,119
9,120,129,8,78,1200,80
9,127,130,8,102,1300,41
9,128,189,7,99,1200,20
9,120,120,6,52,1000,66
9,110,110,5,37,900,96
9,119,119,2,36,900,44
9,137,137,2,40,1000,30
9,138,138,2,44,1000,31
9,137,137,2,49,1100,41
9,147,147,2,60,1200,42
9,156,156,2,52,1200,60
9,140,140,2,47,1100,94
9,127,127,2,41,1100,130
9,123,123,3,35,1000,179
9,137,137,3,43,1100,198
9,148,148,3,48,1100,217
9,152,152,3,51,1100,234
9,133,133,3,48,1000,243
9,115,115,2,43,1000,218
9,112,112,2,41,1000,194
9,127,127,2,52,1200,172
9,154,164,2,103,1700,93
9,188,188,2,149,1900,29
9,193,193,2,138,1900,33
9,193,193,3,128,1500,33
9,183,183,2,67,1100,85
9,61,61,2,28,400,99
9,29,29,2,28,400,76
9,24,24,2,49,300,40
9,24,24,2,59,300,18
9,27,27,2,76,400,2
9,26,26,2,77,400,2
9,33,49,2,69,500,9
9,34,34,2,62,600,16
9,41,52,2,64,700,18
9,63,63,2,48,800,81
9,90,107,3,77,1000,101
9,122,139,5,61,1100,140
9,136,151,6,56,1100,180
9,158,180,6,46,1100,214
9,169,180,5,46,1100,235
9,180,191,4,44,1200,238
9,188,198,3,47,1200,213
9,204,216,2,59,1400,183
9,228,248,2,70,1600,147
9,230,240,2,90,2000,96
9,235,235,2,145,2000,26
9,240,245,2,156,1800,8
9,236,241,3,153,1700,6
9,238,247,2,143,1600,7
9,223,223,2,62,1200,56
9,199,199,2,42,1100,91
9,191,191,2,34,1000,101
9,183,183,2,45,1000,76
9,161,161,2,42,1000,75
9,130,130,2,34,900,79
9,127,127,2,33,900,78
9,128,128,2,35,900,78
9,129,129,2,38,1000,88
9,142,142,3,42,1200,105
9,129,129,2,38,1100,103
9,137,140,4,43,1500,115
9,162,177,4,49,2000,123
9,168,168,3,56,2000,116
9,167,167,3,62,2100,103
9,168,168,2,77,1500,65
9,182,182,2,82,1600,46
9,137,146,2,44,1400,122
9,107,107,2,34,1300,108
9,95,95,2,38,1200,78
9,89,89,2,37,1000,64
9,78,78,2,36,900,53
9,87,87,2,36,1200,48
9,29,29,2,21,500,98
9,23,23,2,30,400,85
9,24,24,2,22,400,93
9,28,28,2,29,400,78
9,27,27,2,42,500,62
9,31,31,2,45,500,52
9,34,34,2,56,700,39
9,38,38,2,55,800,35
9,46,46,2,54,900,44
9,48,48,2,56,900,40
9,48,48,2,50,900,49
9,57,57,2,44,1000,73
9,50,50,2,34,1000,92
9,61,66,2,41,1200,83
9,72,72,2,48,1300,70
9,71,71,2,57,1300,59
9,73,73,2,73,1500,33
9,85,85,2,92,1600,8
9,91,91,2,96,1900,2
9,89,103,2,78,1600,11
9,89,89,2,78,1700,5
9,87,87,2,82,1600,2
9,92,92,2,82,1700,2
9,89,89,2,70,1300,2
9,28,28,2,12,300,39
9,22,22,2,16,300,41
9,8,8,2,13,300,46
9,10,13,2,15,300,46
9,11,16,2,14,300,51
9,3,6,2,10,200,59
9,9,9,2,10,200,64
9,5,6,2,10,300,68
9,4,6,2,10,200,71
9,3,6,2,10,200,72
9,7,47,2,32,300,41
9,13,47,2,41,500,32
9,14,21,2,40,300,28
9,9,27,2,31,200,38
9,11,27,2,40,200,28
9,11,22,2,54,200,11
9,15,24,2,54,200,2
9,11,19,2,55,300,2
9,11,18,2,53,300,2
9,9,9,2,35,300,18
9,22,22,2,26,300,30
9,16,39,2,73,700,5
9,24,95,2,87,900,2
9,37,90,2,90,1000,2
9,42,119,2,94,1000,2
9,44,108,2,93,1100,2
9,43,106,2,85,1100,2
9,36,83,2,67,800,2
9,39,84,2,62,700,2
9,66,103,2,58,700,2
9,71,71,2,52,500,2
9,39,39,2,46,400,2
9,14,16,2,43,400,2
9,16,24,2,44,800,2
9,18,18,2,41,500,2
9,21,29,2,38,400,4
9,28,59,2,50,600,6
9,40,70,3,66,800,9
9,82,100,9,67,1000,92
9,81,114,9,87,900,62
9,86,112,8,99,900,43
9,84,117,7,101,900,33
